caso,FILTRO_A,FILTRO_B,FILTRO_C,FILTRO_C2,NSE,NSE2,P1,P2,LIMAS,P3,P4,P5_1,P5_2,P5_3,P5_4,P5_5,P6_1,P6_2,P6_3,P6_4,P6_5,P7_1_1,P7_1_2,P7_1_3,P7_2_1,P7_2_2,P7_2_3,P7_2_4,P7_3_1,P7_3_2,P7_3_3,P7_3_4,P7_4_1,P7_4_2,P7_4_3,P7_5_1,P7_5_2,P7_5_3,P7_5_4,P7_6_1,P7_6_2,P7_6_3,P7_6_4,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P9,P10,P11,P12_1_1,P12_1_2,P12_2_1,P12_2_2,P12_3_1,P12_3_2,P12_3_3,P12_3_4,P12_3_5,P13_1,P13_2,P13_3,P13_4,P14_1,P14_2,P14_3,P14_4,P15_1,P15_2,P15_3,P15_4,P15_5,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P16_8,P16_9,P16_10,P17_1,P17_2,P17_3,P17_4,P17_5,P17_6,P18,NPS_Alkofarma,NPS_Jemfarma,NPS_Erza,NPS_Casa_Grande,NPS_Coderal,NPS_CKF,NPS_Boreal,NPS_Portugal,NPS_Sanakol,NPS_Purol,NPS_Don_Emilio,NPS_Hersil,NPS_Alessi,NPS_NR,P20,P21,P22_1,P23_1,P23_2,P23_3,P24_1_1,P24_1_2,P24_1_3,P24_1_4,P24_2_1,P24_2_2,P24_2_3,P24_2_4,P24_3_1,P24_3_2,P24_3_3,P24_3_4,P24_4_1,P24_4_2,P24_4_3,P24_4_4,P24_5_1,P24_5_2,P24_5_3,P24_5_4,P24_5_5,P24_6_1,P24_6_2,P24_6_3,P24_6_4,P24_7_1,P24_7_2,P24_7_3,P24_7_4,P24_7_5,P24_7_6,P24_8_1,P24_8_2,P24_8_3,P24_8_4,P24_9_1,P24_9_2,P24_9_3,P24_9_4,P24_10_1,P24_10_2,P24_10_3,P24_10_4,P24_11_1,P24_11_2,P24_11_3,P24_11_4,P24_11_5,P24_11_6,P24_12_1,P24_12_2,P24_12_3,P24_12_4,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P27_1,P27_2,P27_3,P27_4,P27_5,P27_6,P27_7,P27_8,P28_1,P28_2,P28_3,P28_4,P28_5,P28_6,P29_1,P29_2,P29_3,P29_4,P29_5,P29_6,P29_7,P29_8,P30_1,P30_2,P30_3,P30_4,P30_5,P30_6,P30_7,P30_8,P31_1,P31_2,P31_3,P31_4,P31_5,P31_6,P32_1_1,P32_2_1,P32_3_1,P32_3_2,P32_4_1,P32_5_1,P32_6_1,P32_6_2,P32_7_1,P32_7_2,P32_7_3,P32_8_1,P32_NR,P33_1,P33_2,P33_3,P33_4,P33_5,P33_6,P33_7,P33_8,P33_NR,P34_1,P34_2,P34_3,P34_4,P34_5,P34_6,P34_7,P34_8,P34_NR,p159v1,vpond,VPOND1,VPOND2
154,2,1,45,4,5,C1,1,17,3,2,1,1, , , , ,2, , , , ,1,5, ,1, , , , , , , , , , , , , , , , , , ,2, , , , , ,2,2,4, , , , ,1, , , , ,12,11,10,4,5,1,8,3,16, , , , ,8,12, , , , , , , , ,8, , , , , ,8, , , , , , , ,11, , , , , , ,12,8,16, , , ,6, , , ,6, , , ,3,6, , ,7, , , ,7, , , , ,6, , , ,6, , , , , ,5, , , ,6, , , ,6, , , ,6, , , , , ,6, , , ,2, , , , , ,4,7, , , , , , ,7, , , , , , , , ,5, , ,8, , , , ,4, , ,5, ,4,7, , , , , , , , ,5, , , ,54, , , , , , , ,0, , ,0, , , , , ,1, , ,1, , ,169,1,1.09246215,1.03703704
155,2,1,26,3,4,B2,2,16,1,3,1,3,5, , , ,2, , , , , , , ,1,2, , ,1,5, , , , , ,1,6, , , , , , ,1, , , , , ,1,1,5, , , , ,10,20, , , ,5,9,11,3,6,2,12,8,36, , , , ,4,10,36, , , , , , , ,4,36, , , , ,36, , , ,7, , , , , , , , , , ,10,36,16, , , ,7, , , ,8, , , ,8, , , ,7, , , ,7, , , , ,8, , , ,8, , , , , ,8, , , ,8, , , ,8, , , ,8, , , , , ,9, , , ,2, , , , , ,2,5,7, , , , , ,5, , , , , , ,5, , ,5, ,5, , ,4, , ,3, ,4, ,2,5,7, , , , ,2, , , ,37, , ,52, , , , , ,0, , ,0, ,0, , , ,1, , ,1, ,1, , ,171,1,.84784707,1.05555556
156,2,1,27,3,5,C1,2,15,1,2,1,2,3, , , ,2,3, , , , , , ,1,3,5, ,13, , , , , , , , , , , , , , ,1,3,4, , , ,1,1,5, , , , ,3,20, , , ,5,7,9,11,2,8,4,6,16, , , , ,1,10, , , , , , , , ,1,10, , , , ,1,11, , , , , , , , ,9, , , , ,7,1,16, , , ,1,5, , ,1,5, , ,1, , , ,1,5, , ,1,5, , , ,1,5,8, ,8, , , , , ,1, , , ,1, , , ,8, , , ,8, , , , , ,9, , , ,2, , , , , ,5,7, , , , , , ,5, , , , , , , , , ,9, ,8, , , , , ,5, ,2, ,4,5,7, , , , , , , ,2,2, , ,79, , , , , , , ,0,0, ,0, , , , , ,1,1, ,1, , ,172,1,1.18347052,1.23076923
157,2,1,48,5,7,D,2,11,2,3,1,2,3, , , ,2, , , , , , , ,1, , , ,1,2,3, , , , , , , , , , , , ,1,3,8, , , ,7,7,4, , , , ,9, , , , ,5,7,12,3,2,13,6,1,39, , , , ,39, , , , , , , , , ,16, , , , , ,16, , , , , , , , , , , , , ,11, ,39,16, , , ,10, , , ,7, , , ,7, , , ,7, , , ,7, , , , ,7, , , ,10, , , , , ,10, , , ,10, , , ,9, , , ,8, , , , , ,8, , , ,2, , , , , ,1,3,5, , , , , ,5, , , , , ,5, ,6, ,7, , , ,4, ,6, ,4, , , ,3,5, , , , , , ,2, , ,98, , , , , , , , , ,120, ,0, , , , , , ,1, ,2, , , , ,173,1,.94332407,.95454545
158,2,1,52,5,5,C1,1,5,1,2,1,2,3,5, , ,2,5, , , , , , ,1, , , ,1,3, , , , , ,2, , , , , , , ,1, , , , , ,1,1,4, , , , ,2,10, , , ,7,13,6,4,9,10,2,1,16, , , , ,1,12, , , , , , , , ,1,12, , , , ,12,6, , , , , , , , , , ,10, , ,10,12,1,4, , ,3, , , ,1, , , ,1, , , ,7, , , ,7, , , , ,7, , , ,1, , , , , ,8, , , ,7, , , ,9, , , ,8, , , , , ,1, , , ,1,1, , , , ,1,3,5, , , , , ,5, , , , , , , ,5, ,5, , , ,4, ,3, ,3, , , ,1,5, , , , ,80, , , , ,2, , , , , , , ,100, , , ,120, , , , ,2, , , ,1, , , , ,174,1,1.18347052,1.23076923
159,2,1,41,4,5,C1,2,17,3,3,1,2,3,5, , ,2, , , , , , , ,1,2, , ,2,3, , , , , ,2,5,6, , , , , ,1,2,5, , , ,1,2,4, , , , ,9,10,11, , ,2,7,9,10,6,5,1,4,1, , , , ,1,8,10,12, , , , , , ,1,8,10, , , ,1,11, , , , , , ,11, ,10, , , , ,8,8,12,6,7, ,1,5,6, ,1,5,6, ,5,6, , ,1,6, , ,1, , , , ,1,5,6, ,5,6, , , , ,1,6, , ,1,6, , ,1,6, , ,1,5,6, , , ,5,6, , ,1,1, , , , ,1,3,4,5,7,8, , ,4,5, , , , ,3, ,3,9,9, ,5,5,2, ,4,3,3, ,4,9,4, , , , , , , , , ,2, , , , , , , , , , , ,0, , , , , , , , ,1, , , , , ,175,1,1.09246215,1.03703704
160,2,1,39,5,6,C2,2,46,5,1,1,3, , , , ,2, , , , , , , ,1,2, , ,2, , , , , , , , , , , , , , ,1, , , , , ,1,1,4, , , , ,22, , , , ,12,5,9,10,6,13,4,7,31, , , , ,31, , , , , , , , , ,31, , , , , ,31, , , , , , , , , , , , , ,9,16,16,16, , , ,10, , , ,7, , , ,8, , , ,8, , , ,10, , , , ,9, , , ,1, , , , , ,8, , , ,1, , , ,1, , , ,1, , , , , ,8, , , ,2, , , , , ,5, , , , , , , ,5, , , , , , , , , ,3, , , , , , , ,4, , , ,5, , , , , , , , , , ,82, , , , , , , , , , , ,500, , , , , , , , ,1, , , , ,176,1,1.0297724,1
161,2,1,44,4,3,B1,2,33,4,1,1,3, , , , ,2, , , , , , , ,1,2, , ,2, , , , , , , , , , , , , , ,3, , , , , ,3,3,5, , , , ,2,3,5, , ,7,9,12,1,13,5,2,6,4, , , , ,4,8, , , , , , , , ,4, , , , , ,4, , , ,9, , , , , , , , , , ,8,4,16, , , ,6, , , ,9, , , ,6, , , ,6, , , ,6, , , , ,6, , , ,6, , , , , ,9, , , ,6, , , ,9, , , ,6, , , , , ,6, , , ,2, , , , , ,5, , , , , , , ,5, , , , , , , , , ,6, , , , , , , ,5, , , ,5, , , , , , , , , , ,25, , , , , , , , , , , ,900, , , , , , , , ,1, , , , ,177,1,1.99097395,1.4
162,2,1,31,3,7,D,2,1,1,3,1,2,3,5, , ,2, , , , , , , ,1,2, , ,2, , , , , , ,1, , , , , , , ,2, , , , , ,2,2,5, , , , ,2, , , , ,5,11,9,7,1,8,13,6,16, , , , ,1,3,4,11, , , , , , ,3, , , , , ,3, , ,9, , , , , , , , , , , ,7,3,16, , , ,3, , , ,3, , , ,3, , , ,3, , , ,3, , , , ,3, , , ,3, , , , , ,3, , , ,3, , , ,3, , , ,3, , , , , ,3, , , ,2, , , , , ,5, , , , , , , ,5, , , , , , , , , ,7, , , , , , , ,3, , , ,5, , , , , , , , , , ,20, , , , , , , , , , , ,120, , , , , , , , ,2, , , , ,178,1,.77289029,.93333333
163,2,1,40,4,4,B2,2,13,2,1,1,1,3, , , ,1,3, , , ,1, , , , , , ,1,2, , , , , , , , , , , , , ,2,6, , , , ,2,2,5, , , , ,1,8,9, , ,7,11,12,5,3,13,1,4,17, , , , ,17, , , , , , , , , ,17, , , , , ,17, , , , , , , , , , , , , ,11,16,17,16, , , ,10, , , ,5, , , ,1,2, , ,8, , , ,9, , , , ,1,2,5, ,1,2, , , , ,10, , , ,1,2,5, ,1,2,5, ,1,2, , , , ,8, , , ,2, , , , , ,1,3,4, , , , , ,1,4, , , , ,5, ,5,5, , , , ,8, ,5,5, , , , ,5,7, , , , , , , , , ,19, , ,132, , , , , , , , ,120, ,1000, , , , , , ,1, ,1, , ,180,1,.84784707,1.05555556
164,2,1,38,4,7,D,2,11,2,3,1,1,3, , , ,2, , , , ,1, , ,1, , , ,1, , , , , , , , , , , , , , ,1,3, , , , ,1,1,4, , , , ,9, , , , ,1,11,9,2,6,7,13,12,16, , , , ,4,7,8,10, , , , , , ,8,10, , , , ,10, , , , , , , ,9, ,11, , , , ,7,10,16, , , ,5,6, , ,5,6, , ,5,6, , ,5, , , ,5,6, , , ,5,6, , ,5,6, , , , ,6, , , ,5,6, , ,5,6, , ,5,6, , , , ,5,6, , ,2, , , , , ,1,4,5, , , , , ,4,5, , , , ,5, , ,5,5, , , ,5, , ,6,6, , , ,5, , , , , , , , , , ,2, , , , , , , , , , , ,1000, , , , , , , , ,2, , , , ,181,1,.94332407,.95454545
165,2,1,18,2,5,C1,1,16,1,2,1,1,2,3,5, ,2,5, , , ,1,2, ,1, , , ,2,3, , , , , ,2, , , , , , , ,1,2,3, , , ,2,2,5, , , , ,2, , , , ,11,1,3,10,6,4,8,13,16, , , , ,7,8, , , , , , , , ,7,8, , , , ,8, , , , , , ,11,11, , , , , , ,7,8,16, , , ,5,6, , ,6, , , ,5,6, , ,5,6, , ,5,6, , , ,5,6, , ,6, , , , , ,5,6, , ,5,6, , ,5,6, , ,5,6, , , , ,5,6, , ,2, , , , , ,1,3,5,6,7, , , ,5,7, , , , , , ,8, ,8,8,10, ,4, ,8, ,4,8,3, ,1,5, , , , ,3, , , , ,2, , , , , , , ,100, , , ,1000, , , , ,1, , , ,1, , , , ,182,1,1.18347052,1.23076923
166,2,1,38,4,7,D,2,11,2,3,1,1,3, , , ,2, , , , ,1, , ,1, , , ,1, , , , , , , , , , , , , , ,1, , , , , ,1,1,4, , , , ,9, , , , ,1,4,7,6,2,8,10,13,16, , , , ,2,8,12, , , , , , , ,12, , , , , ,12, , , , , , , , , , , ,10, , ,8,12,16, , , ,6, , , ,6, , , ,6, , , ,6, , , ,6, , , , ,6, , , ,6, , , , , ,6, , , ,6, , , ,6, , , ,6, , , , , ,6, , , ,2, , , , , ,4, , , , , , , ,4, , , , , , , , ,5, , , , , , , ,2, , , , ,5, , , , , , , , , , ,45, , , , , , , , , , , ,1000, , , , , , , , ,2, , , , ,183,1,.94332407,.95454545
167,2,1,50,5,4,B2,2,20,1,6,1,1,2,3,5, ,3, , , , ,1,6, ,13, , , ,1, , , , , , , , , , ,5,6,9, ,2, , , , , ,2,2,5, , , , ,5, , , , ,5,10,11,8,1,6,4,13,7,8, , , ,11,13,8,7, , , , , , ,7,8, , , , ,7, , , , , , ,11,9, , , , , , ,14,8,13,6, , ,6, , , ,5, , , ,6, , , ,6, , , ,9, , , , ,8, , , ,9, , , , , ,6, , , ,5,6, , ,5,6, , ,5,6, , , , ,6, , , ,2, , , , , ,5,8, , , , , , ,5, , , , , , , , , ,7, , ,6, , , , ,4, , ,5,5,8, , , , , , , , , ,98, , , , , ,2, , , , , ,1000, , ,500, , , , , ,1, , ,1, ,184,1,.84784707,1.05555556
168,2,1,36,4,4,B2,1,30,1,1,1,3, , , , ,2, , , , , , , ,1,6, , ,2,5,9, , , , , , , , , , , , ,1,2,5, , , ,2,2,5, , , , ,10, , , , ,2,7,9,1,5,10,12,3,17,43, , , ,1,7,12,17,43, , , , , ,1,7,12, , , ,1,9, , , , , ,8, , , , ,8, , ,7,43,6,7, , ,1,5, , ,1,5, , ,1,5, , ,1,5, , ,1, , , , ,1,5, , ,5, , , , , ,1,5, , ,1,5, , ,1,5, , ,1,5, , , , ,1,5, , ,1,1,11, , , ,3,5, , , , , , ,5, , , , , ,7, ,5, ,5, , , , , ,4, ,3, , , ,3,5, , , , , , ,2, , ,98, , , , , , , , , ,0, ,0, , , , , , ,1, ,2, , , , ,185,1,.84784707,1.05555556
169,2,1,40,4,6,C2,2,32,2,3,1,2,3,4, , ,2, , , , , , , ,1,12, , ,1,11, , ,1,3, , , , , , , , , ,1, , , , , ,1,1,5, , , , ,11,18, , , ,2,9,7,10,12,6,13,1,4, , , , ,4,10, , , , , , , , ,4, , , , , ,4, , , ,11, , , , , , , , , , ,10,4,10,8, , ,2, , , ,5, , , ,1, , , ,10, , , ,5, , , , ,5, , , ,1, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,2, , , ,2, , , , , ,5,6,7, , , , , ,7, , , , , , , , , ,3,5,3, , , , , ,3,5,3, ,5,7, , , , , , , , , ,25, , ,54, , , , , , , , ,900, ,1000, , , , , , ,1, ,1, , ,186,1,1.29761447,1.11111111
170,2,1,39,4,1,A1,1,14,1,2,1,3, , , , ,3,5, , , , , , , , , , ,2, , , , , , ,1,2, , , , , , ,2, , , , , ,2,2,5, , , , ,6,18, , , ,2,3,5,7,1,4,6,13,1, , , , ,1,3,12, , , , , , , ,1,3,12, , , ,1,11, ,8, , , , , , , , ,9, , ,12,1,16, , , ,1,3, , ,1,3,7, ,1, , , ,1,3,7, ,10, , , , ,1,3,7, ,1,7, , , , ,1, , , ,1,7, , ,1,7, , ,1,3,7, , , ,1,7, , ,1,1, , , , ,2,3,4,6, , , , ,4, , , , , , ,7,7,7, ,7, , , ,7,7,1, ,1, , ,4,5, , , , , , , , ,2,2, , , , , , , , , , ,0,0, , , , , , , ,10,1, , , , ,187,1,.71410697,.86666667
171,2,1,36,4,7,D,2,42,4,3,1,3,5, , , ,1, , , , ,1, , , , , , ,2, , , , , , ,1,2, , , , , , ,6, , , , , ,6,6,4, , , , ,2,11, , , ,7,9,10,5,1,11,12,13,7, , , , ,1,7,61, , , , , , , ,61, , , , , ,61, , , , , , , , , , , , , ,9,7,61,16, , , ,5, , , ,1,5, , ,9, , , ,5, , , ,9, , , , ,9, , , ,9, , , , , ,5,7, , ,7, , , ,5,7, , ,5, , , , , ,9, , , ,1,1, , , , ,4, , , , , , , ,4, , , , , , , , ,5, , , , , , , ,4, , , , ,4, , , , , , , , , ,98, , , , , , , , , , , ,1000, , , , , , , , ,1, , , , , ,188,1,.77236257,.85
172,2,1,52,5,7,D,2,42,4,3,1,2,3, , , ,2, , , , , , , ,1, , , ,2, , , , , , , , , , , , , , ,1, , , , , ,1,1,4, , , , ,2,7, , , ,9,5,10,7,13,1,2,6,4, , , , ,4, , , , , , , , , ,4, , , , , ,4, , , ,8, , , , , , , , , , ,16,4,16, , , ,5,7, , ,7, , , ,10, , , ,7, , , ,10, , , , ,7, , , ,7, , , , , ,7, , , ,7, , , ,7, , , ,5,6,7, , , ,5,7, , ,2, , , , , ,5, , , , , , , ,5, , , , , , , , , ,7, , , , , , , ,5, , , ,5, , , , , , , , , , ,25, , , , , , , , , , , ,900, , , , , , , , ,1, , , , ,189,1,.77236257,.85
173,2,1,42,4,4,B2,2,5,1,2,1,2,3, , , ,2,3, , , , , , ,1,2, , ,1,2, , , , , , , , , , , , , ,2, , , , , ,2,2,4, , , , ,5,9, , , ,2,5,9,7,6,4,3,8,1,8, , , ,1,7,8, , , , , , , ,1,8, , , , ,1,11, , , , , , ,8, , , , , , ,8,1,16, , , ,8, , , ,1, , , ,1, , , ,1, , , ,9, , , , ,1, , , ,1, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,9, , , ,1,1, , , , ,1,3,4, , , , , ,4, , , , , ,4, ,7,6, , , , ,4, ,6,4, , , , ,1,3,4, , , ,2, ,2, ,2, , , , , , , , ,100, ,1000,1000, , , , , ,1, ,1,2, , , , , ,190,1,.84784707,1.05555556
174,2,1,44,4,5,C1,2,42,4,3,1,3, , , , ,3, , , , , , , , , , , ,1,2, , , , , , , , , , , , , ,2,3, , , , ,2,2,5, , , , ,2,8, , , ,7,9,11,3,5,10,6,8,4,1, , , ,1,4,9, , , , , , , ,1,4, , , , ,1,11, , ,9, , , , , , , , , , ,4,1,16, , , ,1,7, , ,1,7, , ,1, , , ,1, , , ,10, , , , ,1, , , ,7, , , , , ,1,7, , ,1,7, , ,1, , , ,1,7, , , , ,1,7, , ,1,1,3, , , ,5,7, , , , , , ,5,7, , , , , , , , ,9, ,10, , , , , ,3, ,4, ,5,7, , , , , , , , , ,25, , ,2, , , , , , , , ,900, ,1000, , , , , , ,1, ,1, , ,191,1,1.28649606,1.12
175,2,1,24,2,5,C1,1,20,1,1,1,1,3,5, , ,3, , , , ,2, , , , , , ,1, , , , , , , , , , ,5,8, , ,1,3,5, , , ,1,1,5, , , , ,9, , , , ,7,5,9,10,4,12,1,2,1,47,55, , ,1,4,55,47, , , , , , ,1, , , , , ,1,11, , , , , , , , , , , , , ,55,1,16, , , ,1, , , ,1, , , ,9, , , ,1,7, , ,1, , , , ,1, , , ,7, , , , , ,7, , , ,1, , , ,9, , , ,9, , , , , ,9, , , ,1,1,3, , , ,4,5,7, , , , , ,5, , , , , , , , ,7,5, ,9, , , , ,4,4, ,5, ,4,5,7, , , , , , , ,2,2, , ,121, , , , , , , ,0,1000, ,900, , , , , ,2,1, ,1, , ,192,1,1.18347052,1.23076923
176,2,1,29,3,7,D,2,23,4,3,1,2,3, , , ,2, , , , , , , ,1,2,11,12,3,11, , , , , , , , , , , , , ,2, , , , , ,2,2,4, , , , ,1,2,23, , ,2,9,5,11,8,1,13,4,42, , , , ,5,42, , , , , , , , ,42, , , , , ,42, , , , , , , , , , , , , ,5,1,16,16, , , ,1, , , ,2, , , ,2, , , ,1, , , ,9, , , , ,2, , , ,9, , , , , ,9, , , ,2, , , ,2, , , ,1, , , , , ,9, , , ,2, , , , , ,1,3,4,7, , , , ,4, , , , , ,5, ,6,6, , ,10, ,4, ,5,3, , ,3, ,1,3,4,7, , ,80, ,2, ,9, , , ,115, , , , ,100, ,500,1000, , ,1000, , ,1, ,1,1, , ,1, , ,193,1,.77236257,.85
177,2,1,38,4,6,C2,2,16,1,3,1,2,3, , , ,2, , , , , , , ,1,2, , ,1,3, , , , , , , , , , , , , ,2,5, , , , ,2,2,4, , , , ,9,10, , , ,7,2,9,11,4,6,12,3,8,1,10, , ,4,8,10,1, , , , , , ,1,8, , , , ,1,9, , , , , , ,6, , , , , , ,8,1,16, , , ,1,6, , ,6, , , ,1, , , ,1,6, , ,1, , , , ,1, , , ,6, , , , , ,1,6, , ,1,6, , ,1,6, , ,1,6, , , , ,1,6, , ,1,1,12, , , ,2,3,5,7, , , , ,5, , , , , , ,6,8, ,6, ,8, , ,6,6, ,5, ,6, ,3,5, , , , , , ,9, , ,37, , , , , , , , , ,0, ,0, , , , , , ,1, ,1, , , , ,194,1,1.18347052,1.23076923
178,2,1,25,3,5,C1,2,17,3,2,1,2,3, , , ,2,3, , , , , , ,1, , , ,2,7, , , , , , , , , , , , , ,1,6,8, , , ,1,1,5, , , , ,2,7,10, , ,9,10,3,7,1,6,4,5,4, , , , ,8,4, , , , , , , , ,4, , , , , ,4, , , ,11, , , , , , , , , , ,8,4,16, , , ,7, , , ,7, , , ,6,7, , ,7, , , ,10, , , , ,7, , , ,6,7, , , , ,7, , , ,7, , , ,6,7, , ,7, , , , , ,6,7, , ,2, , , , , ,5, , , , , , , ,5, , , , , , , , , ,8, , , , , , , ,3, , , ,5, , , , , , , , , , ,25, , , , , , , , , , , ,900, , , , , , , , ,2, , , , ,195,1,1.09246215,1.03703704
179,2,1,22,2,5,C1,2,21,1,3,1,1,2,3, , ,2, , , , ,1, , ,1, , , ,1, , , , , , , , , , , , , , ,1, , , , , ,1,1,5, , , , ,1,2, , , ,7,3,6,13,8,4,12,1,1, , , , ,1,10, , , , , , , , ,1, , , , , ,1,11, , , , , , , , , , , , , ,10,1,10,7, , ,1, , , ,1, , , ,1,5, , ,1, , , ,1, , , , ,1, , , ,1, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,1, , , ,1,1,18, , , ,1,4,7,8, , , , ,7, , , , , ,7, , ,5, , ,9,9,5, , ,5, , ,5,6,4,7, , , , , , , , ,2, , , ,118, , , , , , , ,1000, , ,1000, , , , , ,1, , ,1, , ,196,1,1.18347052,1.23076923
180,2,1,58,6,3,B1,1,33,4,8,1,2,3, , , ,2, , , , , , , ,1,2, , ,1,2,3, , , , , , , , , , , , ,1,4,5, , , ,1,1,4, , , , ,9,11, , , ,7,9,11,5,6,8,12,1,4, , , , ,4, , , , , , , , , ,4, , , , , ,4, , , ,11, , , , , , , , , , ,14,4,16, , , ,7, , , ,7, , , ,7, , , ,7, , , ,7, , , , ,7, , , ,7, , , , , ,7, , , ,7, , , ,7, , , ,7, , , , , ,7, , , ,2, , , , , ,4,5,7, , , , , ,5, , , , , , , , ,7,7, ,10, , , , ,5,5, ,5, ,5, , , , , , , , , , ,25, , , , , , , , , , , ,0, , , , , , , , ,1, , , , ,197,1,1.99097395,1.4
181,2,1,54,5,2,A2,2,30,1,1,1,1,2,3,4,5,2,3,5, , ,1, , ,1,2, , ,1,2, , ,1, , ,1,2, , , , , , ,2,5, , , , ,2,2,5, , , , ,2,9,11, , ,9,7,10,12,1,5,13,4,11,1,8, , ,1,7,8,11, , , , , , ,1,7,8,11, , ,11,10, , , , , ,10,11, , ,9, , , ,1,1,16, , , ,1,6, , ,1,5,6, ,1,5,6, ,1,5,6,7,1,7, , , ,1,5,6,7,5,6, , , , ,1,5,6, ,1,5,6, ,1,5,6, ,1,5,6, , , ,5,6, , ,1,1, , , , ,1,3,5,6,7,8, , ,1,5,7, , , ,4,7,5, ,5,6,2,7,4, ,5, ,3,5,4,9,1,5,7, , , ,8, , , , ,2, , ,52, , , , ,50, , , ,1000500, ,120, , ,1, , , ,3, ,3, , ,198,1,.71410697,.86666667
182,2,1,29,3,7,D,2,11,2,3,1,2,3, , , ,2, , , , , , , ,1,2, , ,1,2, , , , , , , , , , , , , ,1,3, , , , ,1,1,4, , , , ,1, , , , ,2,9,11,7,1,13,6,5,16, , , , ,2,10, , , , , , , , ,2, , , , , ,2, ,10, , , , , , , , , , , , ,10,2,16, , , ,2, , , ,2, , , ,2, , , ,2, , , ,2, , , , ,2, , , ,2, , , , , ,2, , , ,2, , , ,2, , , ,2, , , , , ,2, , , ,2, , , , , ,5, , , , , , , ,5, , , , , , , , , ,5, , , , , , , ,4, , , ,5, , , , , , , , , , ,9, , , , , , , , , , , ,900, , , , , , , , ,1, , , , ,199,1,.94332407,.95454545
183,2,1,43,4,7,D,2,33,4,2,1,3, , , , ,2,3, , , , , , ,1,2, , ,7, , , , , , , , , , , , , , ,1,2, , , , ,1,1,4, , , , ,1,2, , , ,7,8,9,11,1,5,6,13,37,1, , , ,1,2,3,4,6,7,8,12,13,37,1,4,8, , , ,1,11, , ,11, , , ,9, , , , , , ,4,1,11,7, , ,1,6,7, ,1,6,7, ,1,6,7, ,1,6,7, ,1,7, , , ,1,6,7, ,1,5,6, , , ,1,5,6,7,1,6,7, ,1,5,6, ,1,2,3,6, , ,1,5,6,7,1,1, , , , ,3,5, , , , , , ,3,5, , , , , , ,3, ,9, , , , , ,3, ,4, , , ,3,5, , , , , , ,34, , ,2, , , , , , , , , ,0, ,0, , , , , , ,1, ,1, , , , ,200,1,.77236257,.85
184,2,1,46,5,5,C1,2,32,2,1,1,2,3,5, , ,2, , , , , , , ,1,2,13, ,3,7, , , , , ,2,6, , , , , , ,1,8, , , , ,1,1,4, , , , ,5, , , , ,5,7,4,1,8,2,12,3,12,8, , , ,7,8,12, , , , , , , ,8,12, , , , ,12, , , , , , , ,8, , , ,11, , ,8,12,16, , , ,6, , , ,10, , , ,6, , , ,7, , , ,10, , , , ,7, , , ,6, , , , , ,6, , , ,7, , , ,7, , , ,6, , , , , ,6, , , ,2, , , , , ,1,2,3,4,5,8, , ,5, , , , , ,8,6,7,8,10, , ,5,7,7,7,4,2, , ,7,2,3,5, , , , ,2,2, , ,99, , , , , , , , ,120,60, ,1000, , , , , ,1,1, ,1, , , , ,201,1,1.29761447,1.11111111
185,2,1,45,4,4,B2,1,1,1,1,1,3, , , , ,2,3, , , , , , ,1,2, , ,1,2,3, , , , , , , , , , , , ,1,2,3, , , ,1,2,4, , , , ,5,9, , , ,5,7,3,6,8,1,4,11,8, , , , ,8,12, , , , , , , , ,8,12, , , , ,8, , , , , , , ,11, , , ,6, , ,12,8,16, , , ,6, , , ,6, , , ,6, , , ,6, , , ,6, , , , ,6, , , ,6, , , , , ,6, , , ,6, , , ,6, , , ,6, , , , , ,6, , , ,2, , , , , ,4,5,6,7,8, , , ,4,5,7, , , , , , ,6,7,8,10,7, , , ,6,6,7,7,7,4,5,8, , , , , , , ,5,16, , , , , ,2, , , , ,100,1000, , ,100, , , , ,1,1, , ,1, ,202,1,.84784707,1.05555556
186,2,1,53,5,6,C2,2,43,4,2,1,3, , , , ,1,2, , , ,2,6, ,3, , , ,1,7, , , , , , , , , , , , , ,1, , , , , ,1,1,4, , , , ,1,3,22, , ,1,9,10,5,6,2,13,12,7, , , , ,1,7,12, , , , , , , ,1,7, , , , ,1,9, , , , , ,8, , , , , , , ,7,1,16, , , ,1,5, , ,9, , , ,1, , , ,1, , , ,10, , , , ,9, , , ,9, , , , , ,9, , , ,1, , , ,9, , , ,9, , , , , ,9, , , ,1,1,11, , , ,3,5, , , , , , ,5, , , , , , , ,9, ,9, , , , , ,8, ,5, , , ,3,5, , , , , , ,2, , ,2, , , , , , , , , ,0, ,0, , , , , , ,1, ,4, , , , ,203,1,1.28649606,1.12
